시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3,메뉴4,가격4
서울특별시,성동구,한식_일반,또와,02-468-4111,서울특별시성동구성수일로12길20(성수동2가)1층101호,한식뷔페,7000,삼겹살,13000,,,,
서울특별시,성동구,한식_분식,수제비먹는닭갈비,02-2297-8522,서울특별시성동구왕십리로21길14(행당동)1층,수제비,7500,,,,,,
서울특별시,성동구,한식_분식,또와분식,02-6052-8083,서울특별시성동구마장로35나길40(마장동)101호,떡볶이,5000,,,,,,
서울특별시,성동구,기타요식업,청계투고,,서울특별시성동구청계천로10가길64-12(마장동)101호,아메리카노,2300,,,,,,
서울특별시,성동구,한식_분식,5오돈까스,,서울특별시성동구용답중앙길57-11층(용답동),등심돈까스,9000,치즈롤돈까스,11000,,,,
서울특별시,성동구,한식_일반,소문난순대국왕족발,02-2244-0207,서울특별시성동구용답25라길231층(용답동),순대국,8000,미니족,5000,,,,
서울특별시,성동구,기타요식업,동네커피,,서울특별시성동구용답중앙길571층(용답동),아메리카노,2000,,,,,,
서울특별시,성동구,한식_일반,불닭불오징어불닭발엔불티상회,02-2212-9222,서울특별시성동구용답29길261층(용답동),강장돼지불고기정식,8500,,,,,,
서울특별시,광진구,한식_육류,금강숯불생고기,,서울특별시광진구용마산로7길9(중곡동),삼겹살,15000,냉면,6000,등심,33000,,
서울특별시,광진구,한식_육류,흥부농장,02-3437-3611,서울특별시광진구뚝섬로59길81-2(자양동),김치찌개,8000,냉면,6000,,,,
서울특별시,광진구,미용업,머리천국미용실,,서울특별시광진구뚝섬로49길31(자양동),미용료(파마),35000,미용료(커트),12000,,,,
서울특별시,광진구,미용업,모짜르트헤어샵,02-447-1623,서울특별시광진구자양번영로1길12(자양동),미용료(파마),30000,미용료(커트),12000,,,,
서울특별시,광진구,미용업,유나미용실,02-463-7832,서울특별시광진구동일로4길44(자양동),미용료(파마),40000,미용료(커트),14000,,,,
서울특별시,광진구,미용업,이계임미용실,02-446-9831,서울특별시광진구자양로15길101(자양동),미용료(파마),30000,미용료(커트),12000,,,,
서울특별시,광진구,미용업,헤어포인트,02-498-1746,서울특별시광진구능동로3길44(자양동),미용료(파마),30000,미용료(커트),13000,,,,
서울특별시,광진구,미용업,조희미용실,,서울특별시광진구뚝섬로52나길25,미용료(파마),30000,미용료(커트),10000,,,,
서울특별시,광진구,세탁업,그린세탁,,서울특별시광진구뚝섬로54길57(자양동),의복수선료,4000,양복세탁료,7000,,,,
서울특별시,광진구,세탁업,으뜸크리닝,02-446-1756,서울특별시광진구아차산로51길74(구의동),의복수선료,5000,양복세탁료,8000,,,,
서울특별시,광진구,세탁업,한일세탁,,서울특별시광진구자양번영로5길7(자양동),의복수선료,3000,양복세탁료,7000,,,,
서울특별시,광진구,양식,겨울나그네,02-498-3650,서울특별시광진구능동로147-1(화양동),돈까스,6500,,,,,,
서울특별시,광진구,미용업,이도희머리방,02-446-9924,서울특별시광진구아차산로36길39상가동2층(자양동),미용료(파마),15000,미용료(커트),5000,,,,
서울특별시,광진구,미용업,갤러리헤어,,서울특별시광진구동일로72길46(중곡동),미용료(파마),30000,미용료(커트),10000,,,,
서울특별시,광진구,미용업,제이필헤어,02-3437-4063,서울특별시광진구자양로183(구의동),미용료(파마),25000,미용료(커트),10000,,,,
서울특별시,광진구,미용업,장미미용실,,서울특별시광진구면목로167(중곡동),미용료(파마),25000,미용료(커트),10000,,,,
서울특별시,광진구,세탁업,동현세탁,02-458-6268,서울특별시광진구뚝섬로52라길65(자양동),양복세탁료,7000,의복수선료,4000,,,,
서울특별시,광진구,목욕업,진아보석사우나,02-457-3355,서울특별시광진구자양로15길109(자양동),목욕료,8000,,,,,,
서울특별시,광진구,한식_면류,이삭홍두깨칼국수,02-464-8457,서울특별시광진구동일로72길51(중곡동),칼국수,5000,냉면,6000,,,,
서울특별시,광진구,미용업,방미헤어컬쳐,02-462-3711,서울특별시광진구군자로138(군자동),미용료(파마),30000,미용료(커트),10000,,,,
서울특별시,광진구,한식_일반,종로식당,02-457-2411,서울특별시광진구아차산로324,된장찌개,7000,김치찌개,7000,,,,
서울특별시,광진구,한식_육류,보광식당,02-456-3707,서울특별시광진구아차산로341-1(자양동),된장찌개,7000,김치찌개,8000,,,,
서울특별시,광진구,중식,중국관,,서울특별시광진구긴고랑로39(중곡동),짜장면,4000,짬뽕,5000,탕수육,17000,,
서울특별시,광진구,한식_일반,능라도분식,02-455-0322,서울특별시광진구천호대로110길50(능동),김밥,2500,돈가스,5500,된장찌개,5000,냉면,4500
서울특별시,광진구,한식_면류,마니아우동,,서울특별시광진구긴고랑로25(중곡동),냉면,7000,자장면,5000,,,,
서울특별시,광진구,미용업,자이헤어,02-457-9151,서울특별시광진구광나루로52길44-1,미용료(커트),15000,미용료(파마),30000,,,,
서울특별시,광진구,한식_일반,채움,02-462-8859,서울특별시광진구군자로104-1,김치찌개,8000,냉면,8000,갈비탕,12000,,
서울특별시,광진구,기타요식업,달디빈,,서울특별시광진구능동로39길111층,아메리카노,2500,국산차,3500,,,,
서울특별시,광진구,기타요식업,옥돌바베큐,02-3409-5577,서울특별시광진구군자로138,치킨,15000,,,,,,
서울특별시,광진구,기타요식업,자양다방,,서울특별시광진구자양로15길100,커피,2000,국산차,3000,,,,
서울특별시,광진구,미용업,헤어아이디,02-452-0981,서울특별시광진구능동로48길75,미용료(파마),35000,미용료(커트),15000,,,,
서울특별시,광진구,기타요식업,고은별,02-453-4933,서울특별시광진구자양로177,아메리카노,3000,,,,,,
서울특별시,광진구,기타요식업,보리&치킨,,서울특별시광진구군자로175,치킨,15000,,,,,,
서울특별시,광진구,미용업,윤선영헤어샵,02-454-9928,서울특별시광진구영화사로21-1,커트,14000,파마,40000,,,,
서울특별시,광진구,세탁업,한양세탁소,02-452-3769,서울특별시광진구뚝섬로46길34,세탁료(양복1벌),8000,의복수선료,4000,,,,
서울특별시,광진구,한식_일반,무병장수한방삼계탕,02-444-9988,서울특별시광진구자양번영로65,삼계탕,13000,,,,,,
서울특별시,광진구,한식_일반,오목대,02-433-6692,서울특별시광진구동일로80길23,삼계탕,14000,삼겹살,15000,냉면,7000,,
서울특별시,광진구,중식,석기시대짜장마을,02-467-7123,서울특별시광진구군자로111,자장면,4000,짬뽕,4500,탕수육,10000,,
서울특별시,광진구,미용업,미도미용실,,서울특별시광진구긴고랑로149,커트,12000,파마,35000,,,,
서울특별시,광진구,미용업,서승미헤어,02-456-0773,서울특별시광진구용마산로24길6,커트,8000,파마,25000,,,,
서울특별시,광진구,미용업,양컷퍼드업헤어샵,02-454-4447,서울특별시광진구뚝섬로622-12층,커트,12000,파마,40000,,,,
서울특별시,광진구,미용업,영주머리방,02-458-7233,서울특별시광진구긴고랑로36길35,커트,12000,파마,35000,,,,
서울특별시,광진구,미용업,정은정헤어샵,,서울특별시광진구자양로28길10,커트,10000,파마,25000,,,,
서울특별시,광진구,미용업,헤어라인,,서울특별시광진구광나루로30나길6-1,커트,7000,파마,30000,,,,
서울특별시,광진구,한식_육류,다비다식당,02-466-1074,서울특별시광진구동일로444,삼겹살,14000,된장찌개,7000,,,,
서울특별시,광진구,중식,세종원,02-499-1800,서울특별시광진구광나루로373(군자동),자장면,6000,짬뽕,7000,,,,
서울특별시,광진구,한식_일반,손수제치킨,02-465-0366,서울특별시광진구군자로1291층(군자동),치킨,10500,,,,,,
서울특별시,광진구,한식_일반,위락,,서울특별시광진구능동로16길501층(화양동),된장찌개,6500,비빔밥,7000,,,,
서울특별시,광진구,일식,구름초밥,02-6212-0678,서울특별시광진구뚝섬로6781층(자양동),초밥(10p),13000,,,,,,
서울특별시,광진구,일식,스시붐,02-466-6077,서울특별시광진구광나루로17길14-5(군자동),초밥(10p),10000,,,,,,
서울특별시,광진구,양식,무한정수제돈가스,02-469-3122,서울특별시광진구군자로1021층(군자동),돈가스,8500,,,,,,
서울특별시,광진구,양식,하루,,서울특별시광진구능동로16길601층(화양동),돈가스,8500,,,,,,
서울특별시,광진구,한식_일반,새맛식당,02-444-1749,서울특별시광진구자양로18길12-31층(구의동),삼겹살,10000,김치찌개,7000,비빔밥,7000,,
서울특별시,광진구,한식_일반,마미가,02-456-3362,서울특별시광진구아차산로51길101(구의동),돈가스,8000,칼국수,6000,,,,
서울특별시,광진구,미용업,초원미용실,02-457-1489,서울특별시광진구자양로13길79(자양동),미용(커트),13000,미용(파마),30000,,,,
서울특별시,광진구,세탁업,중원사,,서울특별시광진구천호대로135길8(구의동),의복수선료,3000,양복세탁료,6000,,,,
서울특별시,광진구,한식_육류,금쪽삼겹,02-6958-5792,서울특별시광진구능동로16길571층(화양동),삼겹살,9900,목살,9900,,,,
서울특별시,광진구,한식_일반,곰곰탕,0507-1487-1216,서울특별시광진구용마산로1281층(중곡동),돼지곰탕,8500,홍곰탕,9000,,,,
서울특별시,광진구,기타요식업,래빗컴퍼니(샵고은별),0507-1366-8786,서울특별시광진구자양로26길19(구의동)1층,커피,3000,,,,,,
서울특별시,광진구,기타요식업,리플커피건국대점,02-455-5600,서울특별시광진구광나루로24길20(화양동)1층,커피,1500,,,,,,
서울특별시,광진구,기타비요식업,리오스포토스튜디오,02-455-6727,서울특별시광진구능동로40길3(중곡동)1층,반명함판(칼라),22000,,,,,,
서울특별시,광진구,미용업,김미라헤어,,서울특별시광진구동일로24길18(화양동)1층,커트,11000,,,,,,
서울특별시,광진구,기타요식업,베이지크,0507-1351-9020,서울특별시광진구뚝섬로24길21(자양동)1층,아메리카노,2500,,,,,,
서울특별시,광진구,미용업,세실리아미용실,02-463-5282,서울특별시광진구긴고랑로11길26(중곡동)1층,커트,10000,,,,,,
서울특별시,광진구,한식_면류,송영옥진주육전냉면,0507-1403-2095,서울특별시광진구능동로47길4(중곡동)1층,물냉면,8000,,,,,,
서울특별시,광진구,중식,차우동짜장,02-466-2006,서울특별시광진구뚝섬로472(자양동)1층,짜장면,5000,,,,,,
서울특별시,광진구,미용업,파랑노랑미용실,,서울특별시광진구자양로45길18(구의동)1층,커트,10000,퍼머,25000,,,,
서울특별시,광진구,한식_육류,59년왕십리성수점,02-462-6775,서울특별시광진구동일로4길15(자양동)1층,인삼왕갈비(300g),15000,삼겹살(200g),14000,,,,
서울특별시,광진구,미용업,가연미용실,,서울특별시광진구아차산로30길39(자양동)1층,커트,12000,,,,,,
서울특별시,광진구,한식_일반,옛골,0507-1323-9423,서울특별시광진구자양로26길10(구의동)1층,백반,6000,,,,,,
서울특별시,광진구,일식,스시교센,,서울특별시광진구능동로35길92층(군자동),모듬초밥,11000,오늘의초밥,15000,,,,
서울특별시,광진구,일식,스시텐,,서울특별시광진구구의강변로86101호(구의동),런치초밥,11000,텐초밥,13500,,,,
서울특별시,광진구,기타요식업,청담커피자양점,02-6952-0543,서울특별시광진구뚝섬로52길411층,아메리카노,2500,,,,,,
서울특별시,광진구,한식_일반,국이랑찌개랑,02-2201-6259,서울특별시광진구자양로26길211층,김치찌개백반,8000,,,,,,
서울특별시,광진구,미용업,쁘띠헤어,,서울특별시광진구구의로341층,커트(남녀),10000,펌,28000,,,,
서울특별시,광진구,미용업,세라헤어,,서울특별시광진구능동로5길251층,커트(남녀),13000,펌,35000,,,,
서울특별시,광진구,미용업,보광헤어샵,,서울특별시광진구광나루로12길221층,커트(남녀),15000,,,,,,
서울특별시,광진구,기타요식업,면곡당,,서울특별시광진구면목로17길241층,커피(콜드브루),3400,,,,,,
서울특별시,광진구,한식_일반,화양삼계,,서울특별시광진구아차산로29길671층(화양동),삼계탕,13900,,,,,,
서울특별시,동대문구,한식_육류,태능숯불갈비,02-966-5687,서울특별시동대문구무학로134,생삼겹살(200g),16000,뚝배기불고기,9000,,,,
서울특별시,동대문구,한식_일반,오케이식당,02-2213-3671,서울특별시동대문구장한로18길36,칼국수,6000,잔치국수,6000,,,,
서울특별시,동대문구,한식_일반,금복,02-923-7844,서울특별시동대문구안암로20길16,김치찌개,5000,된장찌개,5000,,,,
서울특별시,동대문구,미용업,우주미용실,02-2244-2180,서울특별시동대문구전농로16길33,커트,3000,파마,12000,,,,
서울특별시,동대문구,이용업,경로이발관,,서울특별시동대문구왕산로175-1,커트,7000,염색,8000,,,,
서울특별시,동대문구,한식_일반,놀부만두,02-2241-7550,서울특별시동대문구망우로16길15,수제고기만두,6000,김치만두,6000,,,,
